"","Pathway","CellType","avg","std"
"73","MAPK","CD8+ naive T cells",0.386929557622913,0.858675458587406
"74","MAPK","CD8+ NK-like early effector T cells",0.173952053034558,0.912384124757985
"75","MAPK","CD8+ NK-like TEMRA cells",-0.0121685588088142,0.906696037517326
"76","MAPK","CD8+ TEMRA cells",-0.335568950491879,0.909638205102573
"77","MAPK","Gamma Delta T cells",-0.305845072274137,1.02776179198814
"78","MAPK","MAIT cells",0.595768131598818,0.924371239051355
"79","NFkB","Atypical NKT cells",0.464362689601036,0.671239765377832
"80","NFkB","CD8+ CD73+ regulatory T cells",-0.17765500151767,0.944728357076283
"81","NFkB","CD8+ central memory T cells",-0.684788819022029,1.03716150437108
"82","NFkB","CD8+ cycling effector T cells",-0.339883136084586,0.776834574684244
"83","NFkB","CD8+ effector memory T cells 1",0.369720485760892,0.924259489956878
"84","NFkB","CD8+ effector memory T cells 2",0.758037738899692,0.96698376678099
"85","NFkB","CD8+ exhausted T cells",-1.03845678565641,NA
"86","NFkB","CD8+ naive T cells",-1.25561753446095,0.923155768336794
"87","NFkB","CD8+ NK-like early effector T cells",-0.0298745877298374,0.700821300243887
"88","NFkB","CD8+ NK-like TEMRA cells",0.043014241940022,0.818692863453229
"89","NFkB","CD8+ TEMRA cells",-0.0803407127399738,0.853537639494622
"90","NFkB","Gamma Delta T cells",-0.0555308978294691,0.841209748617951
"91","NFkB","MAIT cells",0.564309090755907,0.931630634183938
"92","p53","Atypical NKT cells",-0.278050247800841,0.555516216788294
"93","p53","CD8+ CD73+ regulatory T cells",0.0841938811907043,0.790835013658873
"94","p53","CD8+ central memory T cells",-0.0134828445862673,0.707834720630846
"95","p53","CD8+ cycling effector T cells",-2.30494267827359,2.12604694156154
"96","p53","CD8+ effector memory T cells 1",-0.0119301990136063,0.869119614626936
"97","p53","CD8+ effector memory T cells 2",-0.0501650935972548,0.845011886758545
"98","p53","CD8+ exhausted T cells",0.716656940374769,NA
"99","p53","CD8+ naive T cells",-0.0668380908839368,0.74367518386884
"100","p53","CD8+ NK-like early effector T cells",-0.013071467122803,0.754495535486631
"101","p53","CD8+ NK-like TEMRA cells",0.269163580162946,0.89692657316445
"102","p53","CD8+ TEMRA cells",0.13508135746684,0.828954495499366
"103","p53","Gamma Delta T cells",0.161307224398841,0.839740739321174
"104","p53","MAIT cells",0.214058842081854,0.954883312132844
"105","PI3K","Atypical NKT cells",-0.102898431891322,1.14469533006379
"106","PI3K","CD8+ CD73+ regulatory T cells",-0.348918178791626,0.991967769627037
"107","PI3K","CD8+ central memory T cells",-0.13764673465534,0.939477535689252
"108","PI3K","CD8+ cycling effector T cells",0.58746131734496,1.07367648353553
"109","PI3K","CD8+ effector memory T cells 1",0.0619096430409156,0.970362699517932
"110","PI3K","CD8+ effector memory T cells 2",-0.142130387890878,0.988712656899631
"111","PI3K","CD8+ exhausted T cells",-0.284919285144999,NA
"112","PI3K","CD8+ naive T cells",-0.3164916713796,0.901764982421349
"113","PI3K","CD8+ NK-like early effector T cells",-0.282926667276956,1.13367554036586
"114","PI3K","CD8+ NK-like TEMRA cells",-0.00370212890918181,1.01089997545573
"115","PI3K","CD8+ TEMRA cells",0.0573892236273943,0.995187905742384
"116","PI3K","Gamma Delta T cells",-0.36816957077476,1.06579185300381
"117","PI3K","MAIT cells",-0.0674601947568633,0.948767709727955
"118","TGFb","Atypical NKT cells",-0.133625962952607,1.13543000449053
"119","TGFb","CD8+ CD73+ regulatory T cells",-0.119922186053975,0.916667283869973
"120","TGFb","CD8+ central memory T cells",-0.0155258560427717,0.984694163166211
"121","TGFb","CD8+ cycling effector T cells",0.0127597678249552,0.994895922489157
