"","tf","cell_type","avg","std"
"214","ARID3A","healthy.CD8+ exhausted T cells",-2.89370446268457,NA
"215","ARID3A","healthy.CD8+ naive T cells",-1.90227437485424,1.08054369771728
"216","ARID3A","healthy.CD8+ NK-like early effector T cells",-2.26195296859796,1.1440434071031
"217","ARID3A","healthy.CD8+ NK-like TEMRA cells",-2.17513625335202,1.06396732914559
"218","ARID3A","healthy.CD8+ TEMRA cells",-2.18442128463425,1.12404231564338
"219","ARID3A","healthy.Gamma Delta T cells",-1.97725010106038,1.15320807525381
"220","ARID3A","healthy.MAIT cells",-2.20679581492074,1.10202208986515
"221","ARID3A","recovered_mild.Atypical NKT cells",-2.01859773441775,1.43924071697727
"222","ARID3A","recovered_mild.CD8+ CD73+ regulatory T cells",-2.25468217461865,1.10164626299846
"223","ARID3A","recovered_mild.CD8+ central memory T cells",-2.20343410362495,1.13266969003306
"224","ARID3A","recovered_mild.CD8+ cycling effector T cells",-2.56914598217669,1.20372081259565
"225","ARID3A","recovered_mild.CD8+ effector memory T cells 1",-2.46066223954663,1.12345581691319
"226","ARID3A","recovered_mild.CD8+ effector memory T cells 2",-2.44286977056117,1.22875953783491
"227","ARID3A","recovered_mild.CD8+ naive T cells",-2.01550787323308,1.0389013711621
"228","ARID3A","recovered_mild.CD8+ NK-like early effector T cells",-2.45220609411756,1.0658479819107
"229","ARID3A","recovered_mild.CD8+ NK-like TEMRA cells",-2.41069322212966,1.09671716819622
"230","ARID3A","recovered_mild.CD8+ TEMRA cells",-2.61972807324907,1.05980205083177
"231","ARID3A","recovered_mild.Gamma Delta T cells",-2.11195831939292,1.10457292722674
"232","ARID3A","recovered_mild.MAIT cells",-2.27475333942321,1.18393502811313
"233","ARID3A","recovered_severe.CD8+ CD73+ regulatory T cells",-2.5988450352145,1.02469054681531
"234","ARID3A","recovered_severe.CD8+ central memory T cells",-2.19712135618338,1.1628230064232
"235","ARID3A","recovered_severe.CD8+ cycling effector T cells",-2.67938372142373,1.19617675106619
"236","ARID3A","recovered_severe.CD8+ effector memory T cells 1",-2.44273384278944,1.10450289178631
"237","ARID3A","recovered_severe.CD8+ effector memory T cells 2",-2.34292698953129,1.12484352629138
"238","ARID3A","recovered_severe.CD8+ exhausted T cells",-2.04595309222593,1.31473328551443
"239","ARID3A","recovered_severe.CD8+ naive T cells",-2.17382708694041,1.02428566545865
"240","ARID3A","recovered_severe.CD8+ NK-like early effector T cells",-2.40051095658115,1.09743997961819
"241","ARID3A","recovered_severe.CD8+ NK-like TEMRA cells",-2.46904573398512,1.14339281718794
"242","ARID3A","recovered_severe.CD8+ TEMRA cells",-2.49446255265045,1.06308206934793
"243","ARID3A","recovered_severe.Gamma Delta T cells",-2.58887859445284,1.17291430311473
"244","ARID3A","recovered_severe.MAIT cells",-2.06106561811004,1.19970070827857
"245","ARNT","active_mild.Atypical NKT cells",-1.64201592116532,0.80688077538596
"246","ARNT","active_mild.CD8+ CD73+ regulatory T cells",-1.5488121015766,0.954938103120532
"247","ARNT","active_mild.CD8+ central memory T cells",-1.25663385730671,0.892352577392678
"248","ARNT","active_mild.CD8+ cycling effector T cells",-1.55080895968071,1.10974703597859
"249","ARNT","active_mild.CD8+ effector memory T cells 1",-1.70757831253121,0.925073385671863
"250","ARNT","active_mild.CD8+ effector memory T cells 2",-1.62324433727261,0.939251877615893
"251","ARNT","active_mild.CD8+ naive T cells",-1.68687000382872,0.86911257613026
"252","ARNT","active_mild.CD8+ NK-like early effector T cells",-1.48242872533028,0.851337312493353
"253","ARNT","active_mild.CD8+ NK-like TEMRA cells",-1.56049486746355,0.900401371723993
"254","ARNT","active_mild.CD8+ TEMRA cells",-1.62057591756672,0.91075989447871
"255","ARNT","active_mild.Gamma Delta T cells",-1.6594525572372,0.996603937098795
"256","ARNT","active_mild.MAIT cells",-1.5370511023152,0.893135281678416
"257","ARNT","active_severe.Atypical NKT cells",-1.92406052036858,0.692177914582783
"258","ARNT","active_severe.CD8+ CD73+ regulatory T cells",-1.63593502920426,0.901339910176926
"259","ARNT","active_severe.CD8+ central memory T cells",-1.3132508939191,0.902623230588278
"260","ARNT","active_severe.CD8+ cycling effector T cells",-1.70072319866911,0.808938569641765
"261","ARNT","active_severe.CD8+ effector memory T cells 1",-1.69827472728721,0.918746592551994
"262","ARNT","active_severe.CD8+ effector memory T cells 2",-1.52318300686811,0.921011008499761
"263","ARNT","active_severe.CD8+ exhausted T cells",-2.05179273555868,NA
"264","ARNT","active_severe.CD8+ naive T cells",-1.66829005647182,0.844829172725965
"265","ARNT","active_severe.CD8+ NK-like early effector T cells",-1.65480378278547,1.03109850027163
"266","ARNT","active_severe.CD8+ NK-like TEMRA cells",-1.73652476912361,0.951494669763121
"267","ARNT","active_severe.CD8+ TEMRA cells",-1.70409250096248,0.875192170771394
"268","ARNT","active_severe.Gamma Delta T cells",-1.42304800013627,0.939454977593077
"269","ARNT","active_severe.MAIT cells",-1.62518500611351,0.92960937407623
"270","ARNT","healthy.CD8+ CD73+ regulatory T cells",-1.59069816621697,0.856665929420599
"271","ARNT","healthy.CD8+ central memory T cells",-1.28350141807315,1.02630212486615
"272","ARNT","healthy.CD8+ cycling effector T cells",-1.81650128603425,0.622784574905577
"273","ARNT","healthy.CD8+ effector memory T cells 1",-1.67079857910363,0.892290552393423
"274","ARNT","healthy.CD8+ effector memory T cells 2",-1.55011558001669,0.976025508107347
"275","ARNT","healthy.CD8+ exhausted T cells",-2.30100010461817,NA
"276","ARNT","healthy.CD8+ naive T cells",-1.79687168313302,0.825483515443182
"277","ARNT","healthy.CD8+ NK-like early effector T cells",-1.43761705571996,0.845697044789459
"278","ARNT","healthy.CD8+ NK-like TEMRA cells",-1.49245616287612,0.945081959407539
"279","ARNT","healthy.CD8+ TEMRA cells",-1.57128125974555,0.9285190826858
"280","ARNT","healthy.Gamma Delta T cells",-1.37554722269433,0.919761810654907
"281","ARNT","healthy.MAIT cells",-1.45013712830396,0.928802144828168
"282","ARNT","recovered_mild.Atypical NKT cells",-1.43929701466446,0.496515781903042
"283","ARNT","recovered_mild.CD8+ CD73+ regulatory T cells",-1.83883096533204,0.909301164523367
"284","ARNT","recovered_mild.CD8+ central memory T cells",-1.66650295170635,0.943074088919287
"285","ARNT","recovered_mild.CD8+ cycling effector T cells",-1.78269414149632,1.01956331956891
"286","ARNT","recovered_mild.CD8+ effector memory T cells 1",-1.73385175427173,0.963696385605534
"287","ARNT","recovered_mild.CD8+ effector memory T cells 2",-1.60718893734433,0.945554422802396
"288","ARNT","recovered_mild.CD8+ naive T cells",-1.88329019503026,0.831972315244126
"289","ARNT","recovered_mild.CD8+ NK-like early effector T cells",-1.47949481913898,1.03998115182009
"290","ARNT","recovered_mild.CD8+ NK-like TEMRA cells",-1.66157787308084,0.987001592720408
"291","ARNT","recovered_mild.CD8+ TEMRA cells",-1.64319209352151,0.955486124338361
"292","ARNT","recovered_mild.Gamma Delta T cells",-1.53197237206772,1.04248342687543
"293","ARNT","recovered_mild.MAIT cells",-1.53830502516607,0.933740106194204
"294","ARNT","recovered_severe.CD8+ CD73+ regulatory T cells",-1.53775639400624,0.965775294170691
"295","ARNT","recovered_severe.CD8+ central memory T cells",-1.43916766587967,0.89955483487022
"296","ARNT","recovered_severe.CD8+ cycling effector T cells",-1.8168531177754,0.779551866649325
"297","ARNT","recovered_severe.CD8+ effector memory T cells 1",-1.64516722206189,0.910129637439446
"298","ARNT","recovered_severe.CD8+ effector memory T cells 2",-1.61481087193732,0.906423371035329
"299","ARNT","recovered_severe.CD8+ exhausted T cells",-1.77361762052352,0.895357436928311
"300","ARNT","recovered_severe.CD8+ naive T cells",-1.77232986480202,0.837575997318458
"301","ARNT","recovered_severe.CD8+ NK-like early effector T cells",-1.50533865011566,0.952917907604739
"302","ARNT","recovered_severe.CD8+ NK-like TEMRA cells",-1.65634595605109,0.850891285974065
"303","ARNT","recovered_severe.CD8+ TEMRA cells",-1.65510033274935,0.935902309906225
"304","ARNT","recovered_severe.Gamma Delta T cells",-1.60573502156912,0.843024839488698
"305","ARNT","recovered_severe.MAIT cells",-1.55665578722859,0.826854062397312
"306","ARNTL","active_mild.Atypical NKT cells",-0.896933068476105,0.555751115765335
"307","ARNTL","active_mild.CD8+ CD73+ regulatory T cells",-0.908700874778677,0.584519946396311
