"","tf","cell_type","avg","std"
"222","BHLHE22","CD8+ exhausted T cells",-0.250598212129064,1.34539837477602
"223","BHLHE22","CD8+ naive T cells",1.45806720192676,0.943466172163334
"224","BHLHE22","CD8+ NK-like early effector T cells",0.670936344495025,1.06859131595321
"225","BHLHE22","CD8+ NK-like TEMRA cells",0.370276140344711,1.07632357575451
"226","BHLHE22","CD8+ TEMRA cells",0.335314676438474,1.01744220188141
"227","BHLHE22","Gamma Delta T cells",-0.509646778594287,0.940551818748194
"228","BHLHE22","MAIT cells",0.845155855708752,0.996200146090412
"229","BHLHE40","CD8+ CD73+ regulatory T cells",2.41380669717984,0.816165235105173
"230","BHLHE40","CD8+ central memory T cells",2.20829266749835,1.03680312142279
"231","BHLHE40","CD8+ cycling effector T cells",2.05949131370295,0.991734019221043
"232","BHLHE40","CD8+ effector memory T cells 1",2.07708547810351,1.01352561042009
"233","BHLHE40","CD8+ effector memory T cells 2",1.64888387948851,1.03524644011812
"234","BHLHE40","CD8+ exhausted T cells",1.35785792638425,1.07963259007121
"235","BHLHE40","CD8+ naive T cells",2.38733073735766,0.92888583080647
"236","BHLHE40","CD8+ NK-like early effector T cells",1.89051145371978,1.021018656327
"237","BHLHE40","CD8+ NK-like TEMRA cells",1.77701755500933,1.08258785561799
"238","BHLHE40","CD8+ TEMRA cells",1.85347628222162,1.01939552904894
"239","BHLHE40","Gamma Delta T cells",1.40255957489827,0.837583992497617
"240","BHLHE40","MAIT cells",1.87954164528925,0.972866185367549
"241","CDX2","CD8+ CD73+ regulatory T cells",0.661873858460417,0.433235423653735
"242","CDX2","CD8+ central memory T cells",0.502935825040731,0.2958122654818
"243","CDX2","CD8+ cycling effector T cells",0.386653710154359,0.320410370735249
"244","CDX2","CD8+ effector memory T cells 1",0.501041732964616,0.281049582224303
"245","CDX2","CD8+ effector memory T cells 2",0.389341263579393,0.269282338049348
"246","CDX2","CD8+ exhausted T cells",0.283138227925072,0.371532530142321
"247","CDX2","CD8+ naive T cells",0.810438865203744,0.578446207914063
"248","CDX2","CD8+ NK-like early effector T cells",0.55456243307486,0.39977583124106
"249","CDX2","CD8+ NK-like TEMRA cells",0.585672919887691,0.433924898335537
"250","CDX2","CD8+ TEMRA cells",0.553122042359096,0.301849864401011
"251","CDX2","Gamma Delta T cells",0.598033548616455,0.374643887861323
"252","CDX2","MAIT cells",0.682925698329327,0.493458430234508
"253","CEBPA","CD8+ CD73+ regulatory T cells",-0.605512966775252,0.83153940667682
"254","CEBPA","CD8+ central memory T cells",-0.351795168273513,0.946604228466936
"255","CEBPA","CD8+ cycling effector T cells",0.163170463951721,0.882918080422362
"256","CEBPA","CD8+ effector memory T cells 1",-0.00897681828765439,0.935028718964182
"257","CEBPA","CD8+ effector memory T cells 2",0.144368171911573,0.898135490199109
"258","CEBPA","CD8+ exhausted T cells",-0.126940062636285,0.968889763310199
"259","CEBPA","CD8+ naive T cells",-1.08347317912723,0.843972948325042
"260","CEBPA","CD8+ NK-like early effector T cells",-0.0403512277254192,0.867715521678977
